baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000038354.13	93.5627315243048	3.26492687534688	0.27314938816979	11.9528983653348	6.26997534368232e-33	2.35217657109635e-31
ENSMUSG00000032782.19	571.599610887364	1.77276811768753	0.148333417054294	11.9512389918089	6.39644473072651e-33	2.39515289842549e-31
ENSMUSG00000041075.8	1386.20356863135	-1.09121863667214	0.0913771186998969	-11.9419243263289	7.15484584705749e-33	2.67415688276268e-31
ENSMUSG00000032085.5	527.939037614573	-1.49684126694559	0.12540573249325	-11.9359875915255	7.6841425515936e-33	2.86665562945165e-31
ENSMUSG00000003746.16	2338.12774774277	-1.15246513603928	0.0966645659414779	-11.9223122228367	9.05597833421425e-33	3.37217800637741e-31
ENSMUSG00000015053.14	712.994694677232	1.63303285172169	0.137018738743718	11.9183176454144	9.50076477323929e-33	3.53126391978365e-31
ENSMUSG00000033730.4	389.204537627904	-1.88307552406201	0.158034626968025	-11.9155881226145	9.81710056006914e-33	3.64210808232233e-31
ENSMUSG00000023064.4	393.780804381789	-1.78355836969535	0.149707996575125	-11.9135811746725	1.00563464446485e-32	3.7239965802761e-31
ENSMUSG00000052539.15	566.600335932144	-1.39766270737471	0.117341162866576	-11.9111032584868	1.0359737377401e-32	3.82929410266137e-31
ENSMUSG00000069114.8	590.416896497864	1.82160556828179	0.152949645756569	11.9098384260465	1.05180874004451e-32	3.88069176969083e-31
ENSMUSG00000028544.14	199.914678683186	7.90275019795259	0.663666526754227	11.9077125022446	1.07896745674011e-32	3.97360395973078e-31
ENSMUSG00000034037.14	112.72586089395	4.59067359771494	0.385554569655731	11.9066766652877	1.0924514897189e-32	4.01590759694105e-31
ENSMUSG00000030510.11	134.020755443284	6.83150968036367	0.573797204265466	11.9057911568407	1.10411120738826e-32	4.05136280258453e-31
ENSMUSG00000032267.8	735.733879818992	1.63044561786528	0.13699853603279	11.9011900789585	1.16671349842924e-32	4.27327413960202e-31
ENSMUSG00000118219.1	86.1285598141686	4.71885267774785	0.396685185464145	11.895711891097	1.24586104885996e-32	4.55486799463203e-31
ENSMUSG00000024456.16	1804.29722400829	1.10384506120438	0.0928276972101858	11.8913330221366	1.31294172964617e-32	4.79140332118425e-31
ENSMUSG00000043811.5	265.974350622483	2.52094127051788	0.21216581409612	11.8819390449764	1.46919185235796e-32	5.35190394333583e-31
ENSMUSG00000057534.13	87.8541593690619	-3.46648646712896	0.291916296730075	-11.8749330063415	1.59761997141852e-32	5.80921200457207e-31
ENSMUSG00000055737.12	1662.7355564189	-1.2543083655204	0.105640179718638	-11.8734024199989	1.62712812862612e-32	5.90582895494839e-31
ENSMUSG00000000628.10	2051.69544764042	1.40485830455552	0.118384951115417	11.8668656051213	1.75936436299278e-32	6.3742880380286e-31
ENSMUSG00000024143.15	2637.82862549415	-1.10950041357194	0.0935081725937279	-11.8652774703711	1.79307049098e-32	6.48472327924927e-31
ENSMUSG00000063975.13	109.408750845161	5.62606556086711	0.474641322501537	11.8532991000776	2.06882459695151e-32	7.46856822181347e-31
ENSMUSG00000034330.10	363.131570378347	1.91439918986174	0.161582655573027	11.8478012573356	2.20911200646213e-32	7.96072118744452e-31
ENSMUSG00000021876.15	2195.60031563118	-1.04864022314223	0.0885133378233498	-11.8472565709255	2.22351473421865e-32	7.99828877918938e-31
ENSMUSG00000058290.4	504.473892901855	1.81039763874352	0.152896580007367	11.8406679773758	2.40529565993269e-32	8.63672948748687e-31
ENSMUSG00000075225.15	98.8876630355896	3.20740389399721	0.271059362559715	11.8328467377349	2.640326526817e-32	9.46375860984603e-31
ENSMUSG00000029781.7	9268.95985345659	-0.891810330987289	0.075377116297938	-11.8313139953815	2.688990590605e-32	9.6210360846771e-31
ENSMUSG00000023931.5	114.888029739117	6.08625353843329	0.514752520890999	11.8236497956308	2.94601412134658e-32	1.05219275225643e-30
ENSMUSG00000029563.16	158.685852676049	-2.39526678950847	0.202959029889074	-11.801725652796	3.82388320369592e-32	1.36330928120421e-30
ENSMUSG00000040811.15	595.920143562502	1.88397145886753	0.1597431380485	11.7937551614613	4.20370575048471e-32	1.49607283594242e-30
ENSMUSG00000003863.18	188.403085444869	2.82716554779104	0.239735869733416	11.7928349684794	4.24990023380152e-32	1.50984088164807e-30
ENSMUSG00000038605.11	192.41087152945	2.10309789828925	0.178360720670073	11.7912614974208	4.33006059510951e-32	1.5356059690734e-30
ENSMUSG00000067219.9	328.980034848487	-1.72209870178605	0.146270705862458	-11.773367002176	5.35439505849485e-32	1.89553126472209e-30
ENSMUSG00000029201.14	3701.45971236485	-1.130632641364	0.0960353731816148	-11.7730853112408	5.37230865894313e-32	1.8985304484012e-30
ENSMUSG00000037408.10	334.194595019841	1.58557215845785	0.134799861258422	11.7624168426863	6.09638246821568e-32	2.15063260826107e-30
ENSMUSG00000041372.10	100.526512823783	3.1592810253727	0.268815552576073	11.7525976272472	6.84808143595075e-32	2.41158006154287e-30
ENSMUSG00000074121.3	102.316720689762	3.29255304695088	0.280190833589975	11.7511090736435	6.96980110535183e-32	2.45015315780445e-30
ENSMUSG00000021508.11	3002.87069328248	-1.59710874034894	0.136044497790281	-11.7396055429669	7.98580401475741e-32	2.80241792545798e-30
ENSMUSG00000001131.11	6822.34140622143	-0.89937123396173	0.0766401481203829	-11.7349882016021	8.43380850469535e-32	2.95447772495495e-30
ENSMUSG00000028989.3	729.583241201326	1.51949693234097	0.129501099045151	11.7334674651	8.58675499606834e-32	3.00282555584247e-30
ENSMUSG00000020902.12	613.904102664343	1.53437038210511	0.130834837277663	11.7275369009616	9.20998174467052e-32	3.21517904378185e-30
ENSMUSG00000006398.15	1116.12610647026	1.57584850992431	0.134402791902713	11.724819757204	9.5103249235962e-32	3.31427406522829e-30
ENSMUSG00000021268.17	13574.7866862003	-1.17636385168156	0.100402915771534	-11.7164311677797	1.05002935009379e-31	3.65293947607023e-30
ENSMUSG00000032041.15	591.429171711958	1.41578263664349	0.12084793667914	11.7154059518824	1.06280935546695e-31	3.69101390668903e-30
ENSMUSG00000052557.11	1040.64826044617	1.21061600024548	0.103411494427856	11.7067837278964	1.17658632362075e-31	4.07910306816656e-30
ENSMUSG00000020541.12	794.881378472874	1.52635645947802	0.130604013006436	11.6869032148561	1.48710639244317e-31	5.1467702821424e-30
ENSMUSG00000031584.16	789.408893142162	1.41899963614885	0.121578704375066	11.6714489058156	1.7835938026832e-31	6.16228594232882e-30
ENSMUSG00000038473.14	84.0922339024861	3.71068860267132	0.318064159984747	11.6664782440413	1.89089965650323e-31	6.52181994733566e-30
ENSMUSG00000055150.15	129.571119030094	3.06595461467144	0.262848089121938	11.6643595352489	1.93856381413308e-31	6.67476732441575e-30
ENSMUSG00000017760.16	5823.81373330521	-1.0482589135406	0.0898808261105077	-11.6627645617295	1.97523085007811e-31	6.78939178348215e-30
ENSMUSG00000001403.13	616.378970555632	1.50243702384099	0.128837150370917	11.6615201400802	2.00431647369044e-31	6.87761017968728e-30
ENSMUSG00000009681.10	1764.38646608204	1.11453895747603	0.0956299682150286	11.654703836876	2.17134045423746e-31	7.43804324596368e-30
ENSMUSG00000020733.3	808.503887552975	1.37246140475369	0.117769880232142	11.6537556296089	2.19564428734343e-31	7.49575812052659e-30
ENSMUSG00000039252.11	185.763671837712	3.13219419262006	0.268768734362244	11.6538636834094	2.19286114447364e-31	7.49575812052659e-30
ENSMUSG00000032925.16	857.991451326186	-1.23667072542851	0.106207365587613	-11.6439261871	2.46405644048637e-31	8.3978384585254e-30
ENSMUSG00000027536.6	742.998787887301	1.53965029132033	0.132374945507891	11.6309796042829	2.86787356955005e-31	9.75756374560277e-30
ENSMUSG00000046733.7	1352.84782001586	1.43713223553288	0.123612796584668	11.6260797849398	3.03728456724742e-31	1.03165064321303e-29
ENSMUSG00000038970.7	924.194705603598	1.14515836470755	0.0985050658798762	11.6253753497716	3.062443665523e-31	1.03844211174261e-29
ENSMUSG00000026042.16	33779.0948287168	-0.937523385439346	0.0807203100397047	-11.6144671022472	3.47951005532948e-31	1.17787858910042e-29
ENSMUSG00000098557.1	806.48944950267	-1.78127498555591	0.153435188075085	-11.6092990656369	3.69633144787102e-31	1.24917365972757e-29
ENSMUSG00000060962.12	118.966365010378	6.66199402981455	0.573933668759203	11.6076027465286	3.77038266821871e-31	1.27206132034466e-29
ENSMUSG00000048482.14	889.662252393565	-1.32156559831484	0.113929385880996	-11.5998659002276	4.12724456507179e-31	1.39012786791396e-29
ENSMUSG00000029032.12	252.694536206252	8.56929949417043	0.738767307556626	11.5994568337252	4.14701915958607e-31	1.39445252944744e-29
ENSMUSG00000031119.4	2720.13012143722	-1.17016813487245	0.100949007896888	-11.5916754334792	4.54160729731484e-31	1.52458496718542e-29
ENSMUSG00000069662.5	7088.12697296077	-1.26454508513129	0.109200316111311	-11.5800496753353	5.20159045989292e-31	1.74322634945878e-29
ENSMUSG00000051335.6	245.547320193435	1.89335454866701	0.163644789150351	11.5699042939123	5.85479430401301e-31	1.95887194451071e-29
ENSMUSG00000048120.16	90.8864716685511	3.48174153559813	0.300994853183024	11.5674454190119	6.024992720787e-31	2.01246766826553e-29
ENSMUSG00000048897.15	608.314838069199	1.5759656030918	0.13628476779933	11.5637692204333	6.28865371747127e-31	2.09705222140816e-29
ENSMUSG00000034040.16	308.231638356645	-1.8557742458394	0.16054097825123	-11.5595050313902	6.60886228272647e-31	2.2001821652494e-29
ENSMUSG00000109674.1	91.3759477813447	4.6517038946827	0.402777859523744	11.5490556014747	7.46360447298234e-31	2.48063072302031e-29
ENSMUSG00000027472.14	1375.11888302513	-1.07174031915815	0.0928306290993483	-11.5451153305356	7.81365945884635e-31	2.59269083165813e-29
ENSMUSG00000021242.9	8140.97265608925	-0.866771291879756	0.0751168097266356	-11.5389790252555	8.39153022148249e-31	2.77984991257941e-29
ENSMUSG00000015176.11	2016.8260364928	1.17044602250517	0.101578463019141	11.5225805521847	1.01524148193445e-30	3.35764403268716e-29
ENSMUSG00000021509.5	88.9256094096416	3.47734075791501	0.301836825885801	11.5205980837827	1.03887380842887e-30	3.43016002297007e-29
ENSMUSG00000059325.14	213.859262514582	2.22210472611534	0.192889375989121	11.5200990968039	1.0449075765093e-30	3.4444264833523e-29
ENSMUSG00000075122.5	738.514431259154	-1.5564970812537	0.135286155638577	-11.5052207220076	1.24171272003334e-30	4.08647452936667e-29
ENSMUSG00000031103.12	1465.20655860697	1.13295626222935	0.0984797839194852	11.5044552002229	1.25277917859943e-30	4.11615747112374e-29
ENSMUSG00000015112.15	550.192538079794	1.53192639188229	0.133201377107821	11.5008299849802	1.30652971776683e-30	4.28575849345113e-29
ENSMUSG00000063651.11	109.065623237513	6.34532235550346	0.552939156420627	11.4756249070495	1.74909438329214e-30	5.72814167088572e-29
ENSMUSG00000021091.8	4174.47228788957	-1.79709388699573	0.156656037948956	-11.471590310367	1.83260056045313e-30	5.99185887310433e-29
ENSMUSG00000025154.15	281.264646315515	1.91184852325388	0.166818803190042	11.4606296574127	2.07997106218483e-30	6.78961982441764e-29
ENSMUSG00000030862.13	125.912678444297	2.87183756496351	0.250757439209594	11.4526515106222	2.28060986283869e-30	7.43249645412649e-29
ENSMUSG00000025314.16	704.057194280511	1.41028065919815	0.123508663129889	11.4184756231635	3.381123115661e-30	1.10012335938044e-28
ENSMUSG00000005251.15	237.623625803091	8.47853897142347	0.742553555361409	11.4180841371056	3.39638562080605e-30	1.10330407210288e-28
ENSMUSG00000044456.16	440.916322423273	1.54881098304595	0.135661662044221	11.4167183248949	3.45017065936018e-30	1.11896825190991e-28
ENSMUSG00000020100.15	1214.57344663865	1.13990129538091	0.0998586557694307	11.4151476063616	3.5130705970229e-30	1.13753339073972e-28
ENSMUSG00000018339.11	776.896649592413	-1.34475367337343	0.117969428934171	-11.3991708319944	4.22120201963578e-30	1.36462910306811e-28
ENSMUSG00000021311.9	1624.46839019837	1.36367408045812	0.119688650666162	11.3935120236396	4.5045987379577e-30	1.45390804852092e-28
ENSMUSG00000018648.15	767.518971365428	1.33102084226184	0.117065681701347	11.3698636775334	5.90797869646652e-30	1.90380826327803e-28
ENSMUSG00000041688.16	2041.77219991146	-1.39313466765992	0.122539276619954	-11.3688827459021	5.97474446160463e-30	1.92224258614314e-28
ENSMUSG00000046623.8	177.480112478403	2.44646611008257	0.215265325999333	11.3648870236081	6.25453327883145e-30	2.00904401231219e-28
ENSMUSG00000022598.6	76.6247787200562	4.89705371289813	0.431094384978769	11.3595859364749	6.64588802569381e-30	2.13134794929268e-28
ENSMUSG00000096606.2	81.5427168353963	4.89630024297519	0.43129441069895	11.3525705910269	7.20138713878588e-30	2.30581994564819e-28
ENSMUSG00000017390.15	228.432974089166	2.74425070009711	0.241980742363514	11.3407813914984	8.24053563705472e-30	2.63435120174716e-28
ENSMUSG00000097275.1	104.552436990172	3.01384200614149	0.26578607237025	11.3393526578138	8.37617515245575e-30	2.67346238040604e-28
ENSMUSG00000016526.8	184.20010507989	2.12715738103351	0.187860638330699	11.3230605407024	1.00887099125736e-29	3.21495687673583e-28
ENSMUSG00000068794.7	174.484641595177	-2.36982017522042	0.209315986535742	-11.3217352121156	1.02424224671009e-29	3.25877580646305e-28
ENSMUSG00000053522.11	99.3199765491875	6.03606367025025	0.533638411849027	11.3111491531047	1.15565927379689e-29	3.67108952251308e-28
ENSMUSG00000000305.12	155.885432663339	2.75933824023893	0.244011234855781	11.3082425973943	1.19458204262532e-29	3.78874695790378e-28
ENSMUSG00000020585.4	10938.8382819919	-0.927719099680134	0.0820690965571036	-11.3041222408806	1.2519981743964e-29	3.95836152370485e-28
ENSMUSG00000097415.2	374.371966187748	2.01204141231866	0.177990157942139	11.3042284785923	1.25048393995971e-29	3.95836152370485e-28
ENSMUSG00000017466.9	37334.4691970968	-1.18733284929396	0.105123637327375	-11.2946324868534	1.39486314344409e-29	4.4031252885987e-28
ENSMUSG00000028517.8	2375.46905855918	-1.15307877444816	0.102276570412161	-11.2741243649588	1.76122153139409e-29	5.55088441273861e-28
ENSMUSG00000019528.18	1173.19527947174	-1.03498910084997	0.091921596655716	-11.2594769728209	2.07989455372627e-29	6.54499525607634e-28
ENSMUSG00000019997.11	4380.61409756496	-1.09112413404475	0.0969107627695655	-11.2590604269541	2.08974830996193e-29	6.56572797136165e-28
ENSMUSG00000026235.14	314.348295703795	-2.06801726357893	0.183982744793453	-11.2402783527367	2.58565775496579e-29	8.11113980294104e-28
ENSMUSG00000021556.12	1020.46372287976	1.21237636925185	0.107916095537492	11.2344350785991	2.76255214145789e-29	8.65255427732636e-28
ENSMUSG00000007655.16	11569.4021807939	-1.00762265997393	0.0896970908925587	-11.2336158279747	2.78829483069867e-29	8.71960069295315e-28
ENSMUSG00000029223.12	920.097089733719	1.84012367641017	0.163868728827911	11.2292545964801	2.92939379639466e-29	9.14662274191054e-28
ENSMUSG00000033658.16	712.811288120432	1.45464859250702	0.129701787522167	11.2153318801286	3.42897704687269e-29	1.06899023966692e-27
ENSMUSG00000024855.10	1193.22641642337	1.3874490965484	0.123826743826484	11.204761214529	3.86394295689436e-29	1.20272701203145e-27
ENSMUSG00000029361.18	158.314790432396	7.56227727832837	0.675368559956292	11.1972598766187	4.20540308306782e-29	1.30698987935592e-27
ENSMUSG00000052920.16	904.338404827496	-1.41431112723927	0.126517142257235	-11.1788102545321	5.17794811777436e-29	1.60676204864517e-27
ENSMUSG00000056268.15	708.331468655403	1.63832469142572	0.146757200078096	11.1635046904268	6.15176294662798e-29	1.90600384176881e-27
ENSMUSG00000021765.9	1059.12088422207	-1.27778635641955	0.114542878383642	-11.1555286059759	6.72916884996871e-29	2.08169426515647e-27
ENSMUSG00000024989.15	330.641009967111	1.82951721552014	0.164339911067658	11.1325192014187	8.71374562230841e-29	2.69148996886909e-27
ENSMUSG00000001156.9	294.037179960061	1.66687844218039	0.14980390906415	11.1270690637759	9.26313671526946e-29	2.85679682623678e-27
ENSMUSG00000034584.3	78.7461026416189	5.14940632000508	0.463206415342033	11.1168717648324	1.0384968137774e-28	3.19787043360428e-27
ENSMUSG00000001247.16	75.7687126636748	5.09636808236007	0.458599071259335	11.1129053714941	1.08568553175535e-28	3.33806799274259e-27
ENSMUSG00000043263.13	82.1226764324928	3.79650397473713	0.341983904992359	11.1014112632638	1.23478540950542e-28	3.79069694875343e-27
ENSMUSG00000062591.5	122.130290971382	2.76000948326875	0.248729874724129	11.0964132729529	1.30579589496463e-28	4.00258290487026e-27
ENSMUSG00000115009.1	75.508584550195	3.71698060499488	0.335061284399688	11.0934350760769	1.35002058349882e-28	4.13184381932943e-27
ENSMUSG00000048078.16	1272.9588438016	1.22566044004836	0.110497392315317	11.09221144831	1.36861859986639e-28	4.1823986027528e-27
ENSMUSG00000097768.2	73.1229678229349	4.47206881711273	0.403449906870968	11.0845702054976	1.49064563531936e-28	4.54839187177568e-27
ENSMUSG00000047443.14	170.450204382587	2.56295922587728	0.231504571788708	11.0708795341479	1.73687467718566e-28	5.29167818315897e-27
ENSMUSG00000017499.15	225.443787623268	1.93069259418552	0.174502611701559	11.0639753489046	1.87594576578062e-28	5.70673486510086e-27
ENSMUSG00000038776.13	6118.28394379299	-0.818413878303311	0.0739776478939227	-11.0629886405262	1.89670307646004e-28	5.76116396698768e-27
ENSMUSG00000030539.13	608.992301839375	1.50038603078181	0.135889154721231	11.0412492730547	2.41649768960277e-28	7.32894955392648e-27
ENSMUSG00000032363.15	541.622221910768	1.67035948081563	0.151340299620588	11.0371096462954	2.53042283418834e-28	7.66291300449686e-27
ENSMUSG00000074637.7	1407.46566104187	3.88152317576212	0.351833836886561	11.032262303451	2.67061202676149e-28	8.07528821565714e-27
ENSMUSG00000028644.17	82.9739250376091	4.74362338173644	0.430742150243366	11.0126751678616	3.31996805825014e-28	1.00237113686627e-26
ENSMUSG00000020182.16	90.757364013245	3.09712160820115	0.281389441609602	11.006530985971	3.55426890872877e-28	1.07150283683236e-26
ENSMUSG00000011884.13	1515.54194559365	1.22987490150288	0.111767321711936	11.0038863118927	3.6601022271186e-28	1.10175652070211e-26
ENSMUSG00000056493.9	2261.04761811132	1.36721333377032	0.124260197439919	11.0028260210304	3.70340500042479e-28	1.11312507845354e-26
ENSMUSG00000102308.1	834.995920349177	11.2949302954905	1.02665583036704	11.0016716034744	3.75112995368384e-28	1.12578688221902e-26
ENSMUSG00000023015.14	1124.30593309735	1.20729655306855	0.109756937390483	10.999728871564	3.83282574203839e-28	1.1485910584338e-26
ENSMUSG00000039748.11	216.483820815922	1.74611005315003	0.158762429959189	10.998257292981	3.89588112000146e-28	1.16574966608615e-26
ENSMUSG00000031447.7	14761.5414289713	-0.820721116879796	0.0746444779735826	-10.995068076841	4.03608843303135e-28	1.20590885901032e-26
ENSMUSG00000026196.7	240.603953011519	2.35091760657455	0.213824702534087	10.9946024884556	4.05697147747945e-28	1.21034988826642e-26
ENSMUSG00000025854.15	839.718660140382	1.54614986555783	0.140716038781607	10.9877301759288	4.37797721331298e-28	1.30418319711552e-26
ENSMUSG00000038459.10	876.722570982099	1.1911647966888	0.108412699505244	10.987317926081	4.39801508418416e-28	1.30821430936058e-26
ENSMUSG00000029591.14	138.559546502009	2.27370531852823	0.206955848933642	10.9864269613239	4.44163272860474e-28	1.3192370887265e-26
ENSMUSG00000063804.8	103.722003966317	5.93340023252541	0.540264340854151	10.9824021018022	4.64408025503298e-28	1.37733282843957e-26
ENSMUSG00000042462.4	287.683834686633	1.72021832085621	0.156733856421947	10.9754099090446	5.01777542682462e-28	1.48597096145198e-26
ENSMUSG00000056917.13	571.096824770895	1.48488887863767	0.135305881151297	10.9743114342332	5.07913410154105e-28	1.50192983108511e-26
ENSMUSG00000039648.14	267.892004499002	2.22862483762105	0.20317106435959	10.9692039299289	5.37434752953129e-28	1.58689251283135e-26
ENSMUSG00000029283.17	316.492177663725	1.80728604195037	0.165043280292829	10.9503764027459	6.61720659700711e-28	1.95100865473048e-26
ENSMUSG00000038020.5	251.551189194849	1.9957709248707	0.182549987221353	10.9327365903932	8.03869400373533e-28	2.3666480091817e-26
ENSMUSG00000039157.12	752.129254959583	1.34903368148708	0.123406664991141	10.9316112025548	8.13902876173792e-28	2.39268406931325e-26
ENSMUSG00000036202.16	1201.72235127907	1.61605851357769	0.147861844135721	10.9295168271696	8.32907234410841e-28	2.44497790796105e-26
ENSMUSG00000006585.3	358.684697704209	1.67917499474205	0.153752850858763	10.9212608765514	9.12205458799137e-28	2.67385238564622e-26
ENSMUSG00000027405.16	1566.21800063983	0.991303233492198	0.0907904856154709	10.9185805844316	9.39525839260769e-28	2.74992512021187e-26
ENSMUSG00000041417.15	2294.75394878496	-1.24115898563416	0.113719134899675	-10.9142492750155	9.85400410891902e-28	2.88000457299627e-26
ENSMUSG00000032243.8	1497.70759494757	-1.46596131438762	0.134556352306302	-10.8947759749799	1.22066597402782e-27	3.5624312635343e-26
ENSMUSG00000037275.14	1087.88266977502	1.05489453356513	0.0969553757916985	10.8802067440952	1.43237720824892e-27	4.174237812097e-26
ENSMUSG00000021595.18	3719.18331133905	1.28530833851288	0.118149407836602	10.8786693225786	1.45673954659337e-27	4.23909099897242e-26
ENSMUSG00000042195.9	105.021711595461	6.47751747928086	0.595683042434751	10.8741008520322	1.53158387622761e-27	4.45044632704983e-26
ENSMUSG00000025938.16	89.2567697477311	3.41039921383552	0.314063106237494	10.8589616102713	1.80793263132539e-27	5.24587436517906e-26
ENSMUSG00000023885.9	10547.444360341	-1.31299441487491	0.120924775589628	-10.8579437792857	1.82819342394908e-27	5.29701921740175e-26
ENSMUSG00000024642.17	475.152692274077	1.33218366490804	0.122729499877701	10.8546328815448	1.89567001577874e-27	5.48462340680273e-26
ENSMUSG00000024778.13	459.459143194542	-1.64332320819408	0.151398472297955	-10.8542918779258	1.90275847329071e-27	5.49722232484621e-26
ENSMUSG00000032254.10	727.010866929245	1.21652947617316	0.112157799950644	10.846588259653	2.0700871612457e-27	5.97206781037713e-26
ENSMUSG00000042510.7	123.080533897624	2.36868799822391	0.218573425029773	10.8370356455789	2.29796754901137e-27	6.61999018273934e-26
ENSMUSG00000022454.17	259.07946184637	-1.70647936779718	0.157636778692902	-10.825388478165	2.6097012083178e-27	7.50727781070878e-26
ENSMUSG00000032827.15	227.661861024134	1.84917176813969	0.17088958859475	10.8208568078705	2.74201869680141e-27	7.87664456504039e-26
ENSMUSG00000021390.6	6561.05939727127	-1.38448197269025	0.127963307248857	-10.819366914281	2.78695793216148e-27	7.99431527816019e-26
ENSMUSG00000038764.14	570.447383639893	1.22810422933833	0.113526583936736	10.8177678456589	2.83600300810975e-27	8.12341146539471e-26
ENSMUSG00000000544.14	737.550019441171	11.1156885926078	1.02816954747194	10.8111435705706	3.04845859576906e-27	8.71954558232209e-26
ENSMUSG00000033022.8	817.8985097552	-1.66963812037981	0.154560655824044	-10.8024782340505	3.35036535042145e-27	9.56948103214125e-26
ENSMUSG00000037860.15	112.149004248539	6.79789073967164	0.62990269075517	10.7919696795101	3.75650820942502e-27	1.07143073865416e-25
ENSMUSG00000050395.9	87.7914325307004	-3.37360487736935	0.313582288704631	-10.7582762129369	5.41740214310624e-27	1.54296207214703e-25
ENSMUSG00000058354.7	623.196289888234	12.7295564554857	1.18330253330888	10.7576516547209	5.45423547851565e-27	1.55125554458264e-25
ENSMUSG00000020077.14	77.8675690641296	5.13182256568277	0.477071048650335	10.7569356392534	5.49676811912262e-27	1.56114425620505e-25
ENSMUSG00000115456.1	96.1668122083259	6.15830870853485	0.572538054103402	10.7561561443785	5.54344552042184e-27	1.57218057157465e-25
ENSMUSG00000068036.16	2552.43156078294	1.12337593708694	0.104498955615121	10.7501164052246	5.91868758912639e-27	1.67623901467822e-25
ENSMUSG00000048707.9	359.444220787945	1.61063068537209	0.150018878908348	10.7361866525884	6.8828942593466e-27	1.94657155790354e-25
ENSMUSG00000074415.14	6112.30361950633	-1.08921008473793	0.101462966498263	-10.7350506527579	6.96807467507133e-27	1.96789389840357e-25
ENSMUSG00000078185.3	705.685304189963	1.84669138737498	0.172185112243562	10.7250351863335	7.76575119599427e-27	2.19009432046357e-25
ENSMUSG00000024660.9	794.533387319291	1.18293108410133	0.110327003289518	10.7220449104115	8.02100508914688e-27	2.25891274975582e-25
ENSMUSG00000092274.3	8339.23724480645	-0.820752498665596	0.0766525059174475	-10.7074450970921	9.39179879265207e-27	2.64126279891815e-25
ENSMUSG00000048332.13	1726.22705313204	-1.02160232108173	0.0955187708651151	-10.6953043033223	1.07067622826845e-26	3.00686558631592e-25
ENSMUSG00000032807.5	693.497265890263	11.026481933697	1.03119554378506	10.6929107676549	1.0986775514974e-26	3.0812005865425e-25
ENSMUSG00000022965.8	869.364009776321	-1.05214149633529	0.0984387318341496	-10.688287798221	1.15483181816049e-26	3.23417245119376e-25
ENSMUSG00000038840.7	260.408377260989	9.02568948840154	0.844823854804023	10.6835163769082	1.21577371813245e-26	3.40010819530005e-25
ENSMUSG00000029185.14	2913.04447916988	-0.968829977972985	0.0907858594246209	-10.6715955999447	1.38231979460033e-26	3.86051200414214e-25
ENSMUSG00000039985.14	112.483576775396	2.75726785703632	0.258594687048245	10.6625077587998	1.52430896215435e-26	4.25115181844656e-25
ENSMUSG00000024998.17	308.328388262625	-1.57799270670954	0.148081617332794	-10.6562363048967	1.63063474209518e-26	4.54138551164125e-25
ENSMUSG00000048706.3	412.699628305395	-1.4032521531993	0.131787232633496	-10.6478611407054	1.78417294678505e-26	4.96212304480689e-25
ENSMUSG00000045539.3	67.535554034446	4.69811142795877	0.441377032683962	10.644213631575	1.8554426865207e-26	5.15321015753568e-25
ENSMUSG00000028572.13	100.248997483345	2.92211494902191	0.274828189867571	10.6325153559756	2.10360983439366e-26	5.8343981448259e-25
ENSMUSG00000079442.12	768.130388759992	1.20631350960889	0.113457013005322	10.6323397527864	2.10757534618152e-26	5.83734504972701e-25
ENSMUSG00000026576.12	375.489128330983	-1.35451859619162	0.127550031815245	-10.6195081013671	2.41832074754061e-26	6.68880241974506e-25
ENSMUSG00000052534.15	1801.57059183091	-0.979591912400279	0.0922767628428482	-10.6158027462295	2.51622213706423e-26	6.95002674891313e-25
ENSMUSG00000004530.12	2290.71555248249	1.04431382072311	0.0984103422696248	10.6118299828884	2.62555614471176e-26	7.24206899284829e-25
ENSMUSG00000037466.13	323.592637941805	1.64347555824178	0.154966468542134	10.6053623968009	2.81371034686364e-26	7.75042296640192e-25
ENSMUSG00000028927.6	97.2467319827567	6.59344839719027	0.621843895517657	10.6030604219432	2.88385525745183e-26	7.92193463344827e-25
ENSMUSG00000032358.12	98.9233894863383	6.61430153351048	0.623807276192972	10.6031169977318	2.88211069839101e-26	7.92193463344827e-25
ENSMUSG00000046687.6	601.5529569022	-1.35159167695558	0.127510275498835	-10.5998647690784	2.98411410197925e-26	8.18616185028632e-25
ENSMUSG00000024827.10	81.6331716207278	3.46008518416888	0.326749451774948	10.5894138930401	3.33674496901928e-26	9.14104466444683e-25
ENSMUSG00000030101.15	1587.94582481983	-1.0996603331365	0.103930250442988	-10.5807532306461	3.66003902140439e-26	1.00130700193741e-24
ENSMUSG00000036959.15	484.717027162298	1.53887041478578	0.145445450497676	10.5803956708179	3.67403389685364e-26	1.00377002171105e-24
ENSMUSG00000054619.7	616.512719320111	-1.16608205622425	0.11026373061233	-10.5753909263601	3.87557832213346e-26	1.05739659296417e-24
ENSMUSG00000039987.15	535.662727127275	1.45463933077794	0.137574182711435	10.5734906223582	3.95494294940559e-26	1.07758797868086e-24
ENSMUSG00000058624.13	884.080834717757	-1.66502403393866	0.157525297437005	-10.5698834474793	4.11005109941193e-26	1.1183343370362e-24
ENSMUSG00000024074.8	1610.51181918455	-0.983513518313805	0.0930900250840966	-10.5651869512905	4.32106825159043e-26	1.17416270814838e-24
