baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSMUSG00000014602.15	2159.07523342923	-1.76804803098846	0.103391832363824	-17.1004613281918	1.47234227164313e-65	1.57477970203192e-63
ENSMUSG00000038235.4	1182.37638574554	2.21707096808508	0.129690203505969	17.095130612414	1.61334180977487e-65	1.71645910639964e-63
ENSMUSG00000035773.6	203.493418701969	4.55930316360917	0.267578255339543	17.0391392896394	4.20880034844919e-65	4.45423986350612e-63
ENSMUSG00000026202.13	1810.8281997707	2.18154596443519	0.128697709344956	16.9509307938641	1.89430869463175e-64	1.99428058804478e-62
ENSMUSG00000041235.12	258.328006028954	2.95772641682412	0.174795396736264	16.9210772826404	3.14622649451288e-64	3.29501678914921e-62
ENSMUSG00000028766.10	185.315712025544	4.67856761432954	0.276527658313399	16.9189861255294	3.25994062823898e-64	3.39641897163883e-62
ENSMUSG00000074743.4	2624.36174006829	-1.55685433927108	0.0921945297547869	-16.8866237878961	5.6441787479115e-64	5.85016217850538e-62
ENSMUSG00000030411.16	265.128346085848	3.43755788207571	0.203643243997917	16.8802942567094	6.28308683752979e-64	6.47899026302816e-62
ENSMUSG00000035834.11	552.64320780933	2.84889924992111	0.168808019658089	16.8765634221135	6.69292860477339e-64	6.86639838697874e-62
ENSMUSG00000029168.14	536.57963973434	8.48357090695511	0.503035995564582	16.8647392666872	8.17621043481926e-64	8.34554514839318e-62
ENSMUSG00000001021.13	202.405396115238	5.76682018854266	0.342425121673467	16.8411130595782	1.21921426392651e-63	1.23817981914315e-61
ENSMUSG00000034730.17	368.908600275052	7.41067469048555	0.440083441484432	16.8392490876022	1.25823022425269e-63	1.27138157534035e-61
ENSMUSG00000032561.15	197.101691117358	4.83733370078599	0.287895575129426	16.8023898894984	2.34405920628491e-63	2.35671712599885e-61
ENSMUSG00000029246.14	914.495017466179	2.06111255643883	0.122704890620656	16.7973138316938	2.55349036544597e-63	2.55450668001928e-61
ENSMUSG00000021696.9	310.378393375375	3.56098456757645	0.212054604444616	16.7927717339733	2.75664532338583e-63	2.7440903050813e-61
ENSMUSG00000028518.8	722.838210385535	2.60360085224049	0.155098637546627	16.7867422527021	3.05141255466541e-63	3.02255190390207e-61
ENSMUSG00000003469.9	246.039469197634	6.51894479900141	0.389651658153543	16.7301862127136	7.89909464597885e-63	7.78602917359523e-61
ENSMUSG00000049493.13	201.08645187014	4.75728164278565	0.285457803742285	16.665446102432	2.3373816667767e-62	2.29268636856322e-60
ENSMUSG00000025558.19	2159.61754628272	1.87386633736872	0.112607508112809	16.6406873642165	3.53536476541164e-62	3.45092789819889e-60
ENSMUSG00000078695.8	447.700315720536	2.48099630533826	0.149105396084775	16.6392120639798	3.62354719287879e-62	3.51991724417424e-60
